SYMBOL_ID,UNIVERSAL_SYMBOL,COUNTRY_ISO_3166-1_ALPHA_2_CODE,COUNTRY,EXCHANGE_MIC,EXCHANGE_OPERATING_MIC,EXCHANGE_NAME_INSTITUTION_DESCRIPTION,EXCHANGE_ACRONYM,COMPANY,IPOYEAR,SECTOR,INDUSTRY,NASDAQ,ZACKS,REUTERS,FIDELITY,TD_AMERITRADE,TMX_MONEY,BLOOMBERG,YAHOO,CNBC,THE_STREET,INTERNET_BUSINESS_DAILY,STOCK_EARNINGS,BARCHART,VECTOR_VEST,INVESTING
1432,US_XNAS_GOGL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Golden Ocean Group Limited,n/a,Consumer Services,Marine Transportation,GOGL,GOGL,GOGL,GOGL,GOGL,,GOGL:US,GOGL,GOGL,GOGL,GOGL,GOGL,GOGL,GOGL,GOGL
1433,US_XNAS_GBDC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Golub Capital BDC, Inc.",2010,n/a,n/a,GBDC,GBDC,GBDC,GBDC,GBDC,,GBDC:US,GBDC,GBDC,GBDC,GBDC,GBDC,GBDC,GBDC,GBDC
1434,US_XNAS_GTIM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Good Times Restaurants Inc.,n/a,Consumer Services,Restaurants,GTIM,GTIM,GTIM,GTIM,GTIM,,GTIM:US,GTIM,GTIM,GTIM,GTIM,GTIM,GTIM,GTIM,GTIM
1435,US_XNAS_GSHD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Goosehead Insurance, Inc.",2018,Finance,Specialty Insurers,GSHD,GSHD,GSHD,GSHD,GSHD,,GSHD:US,GSHD,GSHD,GSHD,GSHD,GSHD,GSHD,GSHD,GSHD
1436,US_XNAS_GPRO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GoPro, Inc.",2014,Miscellaneous,Industrial Machinery/Components,GPRO,GPRO,GPRO,GPRO,GPRO,,GPRO:US,GPRO,GPRO,GPRO,GPRO,GPRO,GPRO,GPRO,GPRO
1437,US_XNAS_GPAQ,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Gordon Pointe Acquisition Corp.,2018,Finance,Business Services,GPAQ,GPAQ,GPAQ,GPAQ,GPAQ,,GPAQ:US,GPAQ,GPAQ,GPAQ,GPAQ,GPAQ,GPAQ,GPAQ,GPAQ
1438,US_XNAS_GPAQU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Gordon Pointe Acquisition Corp.,2018,Finance,Business Services,GPAQU,GPAQU,GPAQU,GPAQU,GPAQU,,GPAQU:US,GPAQU,GPAQU,GPAQU,GPAQU,GPAQU,GPAQU,GPAQU,GPAQU
1439,US_XNAS_GPAQW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Gordon Pointe Acquisition Corp.,2018,Finance,Business Services,GPAQW,GPAQW,GPAQW,GPAQW,GPAQW,,GPAQW:US,GPAQW,GPAQW,GPAQW,GPAQW,GPAQW,GPAQW,GPAQW,GPAQW
1440,US_XNAS_GRSH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Holdings III, Inc.",2018,Consumer Services,Diversified Commercial Services,GRSH,GRSH,GRSH,GRSH,GRSH,,GRSH:US,GRSH,GRSH,GRSH,GRSH,GRSH,GRSH,GRSH,GRSH
1441,US_XNAS_GRSHU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Holdings III, Inc.",2018,Consumer Services,Diversified Commercial Services,GRSHU,GRSHU,GRSHU,GRSHU,GRSHU,,GRSHU:US,GRSHU,GRSHU,GRSHU,GRSHU,GRSHU,GRSHU,GRSHU,GRSHU
1442,US_XNAS_GRSHW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Holdings III, Inc.",2018,Consumer Services,Diversified Commercial Services,GRSHW,GRSHW,GRSHW,GRSHW,GRSHW,,GRSHW:US,GRSHW,GRSHW,GRSHW,GRSHW,GRSHW,GRSHW,GRSHW,GRSHW
1443,US_XNAS_GHIVU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Holdings IV, Inc.",2020,Finance,Business Services,GHIVU,GHIVU,GHIVU,GHIVU,GHIVU,,GHIVU:US,GHIVU,GHIVU,GHIVU,GHIVU,GHIVU,GHIVU,GHIVU,GHIVU
1444,US_XNAS_GMHI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Metropoulos, Inc.",2019,Finance,Business Services,GMHI,GMHI,GMHI,GMHI,GMHI,,GMHI:US,GMHI,GMHI,GMHI,GMHI,GMHI,GMHI,GMHI,GMHI
1445,US_XNAS_GMHIU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Metropoulos, Inc.",2019,Finance,Business Services,GMHIU,GMHIU,GMHIU,GMHIU,GMHIU,,GMHIU:US,GMHIU,GMHIU,GMHIU,GMHIU,GMHIU,GMHIU,GMHIU,GMHIU
1446,US_XNAS_GMHIW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gores Metropoulos, Inc.",2019,Finance,Business Services,GMHIW,GMHIW,GMHIW,GMHIW,GMHIW,,GMHIW:US,GMHIW,GMHIW,GMHIW,GMHIW,GMHIW,GMHIW,GMHIW,GMHIW
1447,US_XNAS_GOSS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gossamer Bio, Inc.",2019,Health Care,Major Pharmaceuticals,GOSS,GOSS,GOSS,GOSS,GOSS,,GOSS:US,GOSS,GOSS,GOSS,GOSS,GOSS,GOSS,GOSS,GOSS
1448,US_XNAS_LOPE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Grand Canyon Education, Inc.",2008,Consumer Services,Other Consumer Services,LOPE,LOPE,LOPE,LOPE,LOPE,,LOPE:US,LOPE,LOPE,LOPE,LOPE,LOPE,LOPE,LOPE,LOPE
1449,US_XNAS_GRVY,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GRAVITY Co., Ltd.",2005,Miscellaneous,Business Services,GRVY,GRVY,GRVY,GRVY,GRVY,,GRVY:US,GRVY,GRVY,GRVY,GRVY,GRVY,GRVY,GRVY,GRVY
1450,US_XNAS_GECC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Great Elm Capital Corp.,n/a,n/a,n/a,GECC,GECC,GECC,GECC,GECC,,GECC:US,GECC,GECC,GECC,GECC,GECC,GECC,GECC,GECC
1451,US_XNAS_GECCL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Great Elm Capital Corp.,n/a,n/a,n/a,GECCL,GECCL,GECCL,GECCL,GECCL,,GECCL:US,GECCL,GECCL,GECCL,GECCL,GECCL,GECCL,GECCL,GECCL
1452,US_XNAS_GECCM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Great Elm Capital Corp.,n/a,n/a,n/a,GECCM,GECCM,GECCM,GECCM,GECCM,,GECCM:US,GECCM,GECCM,GECCM,GECCM,GECCM,GECCM,GECCM,GECCM
1453,US_XNAS_GECCN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Great Elm Capital Corp.,n/a,n/a,n/a,GECCN,GECCN,GECCN,GECCN,GECCN,,GECCN:US,GECCN,GECCN,GECCN,GECCN,GECCN,GECCN,GECCN,GECCN
1454,US_XNAS_GEC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Great Elm Capital Group, Inc. ",n/a,Technology,Computer Software: Prepackaged Software,GEC,GEC,GEC,GEC,GEC,,GEC:US,GEC,GEC,GEC,GEC,GEC,GEC,GEC,GEC
1455,US_XNAS_GLDD,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Great Lakes Dredge & Dock Corporation,n/a,Basic Industries,Military/Government/Technical,GLDD,GLDD,GLDD,GLDD,GLDD,,GLDD:US,GLDD,GLDD,GLDD,GLDD,GLDD,GLDD,GLDD,GLDD
1456,US_XNAS_GSBC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Great Southern Bancorp, Inc.",1989,Finance,Major Banks,GSBC,GSBC,GSBC,GSBC,GSBC,,GSBC:US,GSBC,GSBC,GSBC,GSBC,GSBC,GSBC,GSBC,GSBC
1457,US_XNAS_GRBK,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Green Brick Partners, Inc.",n/a,Capital Goods,Homebuilding,GRBK,GRBK,GRBK,GRBK,GRBK,,GRBK:US,GRBK,GRBK,GRBK,GRBK,GRBK,GRBK,GRBK,GRBK
1458,US_XNAS_GPP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Green Plains Partners LP,2015,Basic Industries,Major Chemicals,GPP,GPP,GPP,GPP,GPP,,GPP:US,GPP,GPP,GPP,GPP,GPP,GPP,GPP,GPP
1459,US_XNAS_GPRE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Green Plains, Inc.",n/a,Basic Industries,Major Chemicals,GPRE,GPRE,GPRE,GPRE,GPRE,,GPRE:US,GPRE,GPRE,GPRE,GPRE,GPRE,GPRE,GPRE,GPRE
1460,US_XNAS_GCBC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Greene County Bancorp, Inc.",n/a,Finance,Banks,GCBC,GCBC,GCBC,GCBC,GCBC,,GCBC:US,GCBC,GCBC,GCBC,GCBC,GCBC,GCBC,GCBC,GCBC
1461,US_XNAS_GTEC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Greenland Technologies Holding Corporation,2018,Technology,Industrial Machinery/Components,GTEC,GTEC,GTEC,GTEC,GTEC,,GTEC:US,GTEC,GTEC,GTEC,GTEC,GTEC,GTEC,GTEC,GTEC
1462,US_XNAS_GNLN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Greenlane Holdings, Inc.",2019,Capital Goods,Recreational Products/Toys,GNLN,GNLN,GNLN,GNLN,GNLN,,GNLN:US,GNLN,GNLN,GNLN,GNLN,GNLN,GNLN,GNLN,GNLN
1463,US_XNAS_GLRE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Greenlight Reinsurance, Ltd.",2007,Finance,Property-Casualty Insurers,GLRE,GLRE,GLRE,GLRE,GLRE,,GLRE:US,GLRE,GLRE,GLRE,GLRE,GLRE,GLRE,GLRE,GLRE
1464,US_XNAS_GRNQ,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Greenpro Capital Corp.,n/a,Technology,EDP Services,GRNQ,GRNQ,GRNQ,GRNQ,GRNQ,,GRNQ:US,GRNQ,GRNQ,GRNQ,GRNQ,GRNQ,GRNQ,GRNQ,GRNQ
1465,US_XNAS_GSKY,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GreenSky, Inc.",2018,Miscellaneous,Business Services,GSKY,GSKY,GSKY,GSKY,GSKY,,GSKY:US,GSKY,GSKY,GSKY,GSKY,GSKY,GSKY,GSKY,GSKY
1466,US_XNAS_GRNV,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GreenVision Acquisition Corp,2019,Finance,Business Services,GRNV,GRNV,GRNV,GRNV,GRNV,,GRNV:US,GRNV,GRNV,GRNV,GRNV,GRNV,GRNV,GRNV,GRNV
1467,US_XNAS_GRNVR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GreenVision Acquisition Corp,2019,Finance,Business Services,GRNVR,GRNVR,GRNVR,GRNVR,GRNVR,,GRNVR:US,GRNVR,GRNVR,GRNVR,GRNVR,GRNVR,GRNVR,GRNVR,GRNVR
1468,US_XNAS_GRNVU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GreenVision Acquisition Corp,2019,Finance,Business Services,GRNVU,GRNVU,GRNVU,GRNVU,GRNVU,,GRNVU:US,GRNVU,GRNVU,GRNVU,GRNVU,GRNVU,GRNVU,GRNVU,GRNVU
1469,US_XNAS_GRNVW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GreenVision Acquisition Corp,2019,Finance,Business Services,GRNVW,GRNVW,GRNVW,GRNVW,GRNVW,,GRNVW:US,GRNVW,GRNVW,GRNVW,GRNVW,GRNVW,GRNVW,GRNVW,GRNVW
1470,US_XNAS_GSUM,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Gridsum Holding Inc.,2016,Technology,Computer Software: Prepackaged Software,GSUM,GSUM,GSUM,GSUM,GSUM,,GSUM:US,GSUM,GSUM,GSUM,GSUM,GSUM,GSUM,GSUM,GSUM
1471,US_XNAS_GRIF,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Griffin Industrial Realty, Inc.",n/a,Finance,Real Estate,GRIF,GRIF,GRIF,GRIF,GRIF,,GRIF:US,GRIF,GRIF,GRIF,GRIF,GRIF,GRIF,GRIF,GRIF
1472,US_XNAS_GRFS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Grifols, S.A.",n/a,Health Care,Major Pharmaceuticals,GRFS,GRFS,GRFS,GRFS,GRFS,,GRFS:US,GRFS,GRFS,GRFS,GRFS,GRFS,GRFS,GRFS,GRFS
1473,US_XNAS_GRIN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Grindrod Shipping Holdings Ltd.,n/a,Transportation,Marine Transportation,GRIN,GRIN,GRIN,GRIN,GRIN,,GRIN:US,GRIN,GRIN,GRIN,GRIN,GRIN,GRIN,GRIN,GRIN
1474,US_XNAS_GRTS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gritstone Oncology, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),GRTS,GRTS,GRTS,GRTS,GRTS,,GRTS:US,GRTS,GRTS,GRTS,GRTS,GRTS,GRTS,GRTS,GRTS
1475,US_XNAS_GO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Grocery Outlet Holding Corp.,2019,Consumer Services,Food Chains,GO,GO,GO,GO,GO,,GO:US,GO,GO,GO,GO,GO,GO,GO,GO
1476,US_XNAS_GRPN,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Groupon, Inc.",2011,Technology,Advertising,GRPN,GRPN,GRPN,GRPN,GRPN,,GRPN:US,GRPN,GRPN,GRPN,GRPN,GRPN,GRPN,GRPN,GRPN
1477,US_XNAS_GRWG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GrowGeneration Corp.,n/a,Consumer Services,RETAIL: Building Materials,GRWG,GRWG,GRWG,GRWG,GRWG,,GRWG:US,GRWG,GRWG,GRWG,GRWG,GRWG,GRWG,GRWG,GRWG
1478,US_XNAS_OMAB,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,2006,Transportation,Aerospace,OMAB,OMAB,OMAB,OMAB,OMAB,,OMAB:US,OMAB,OMAB,OMAB,OMAB,OMAB,OMAB,OMAB,OMAB
1479,US_XNAS_GGAL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Grupo Financiero Galicia S.A.,n/a,Finance,Commercial Banks,GGAL,GGAL,GGAL,GGAL,GGAL,,GGAL:US,GGAL,GGAL,GGAL,GGAL,GGAL,GGAL,GGAL,GGAL
1480,US_XNAS_GVP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GSE Systems, Inc.",n/a,Technology,Computer Software: Prepackaged Software,GVP,GVP,GVP,GVP,GVP,,GVP:US,GVP,GVP,GVP,GVP,GVP,GVP,GVP,GVP
1481,US_XNAS_GSIT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GSI Technology, Inc.",2007,Technology,Semiconductors,GSIT,GSIT,GSIT,GSIT,GSIT,,GSIT:US,GSIT,GSIT,GSIT,GSIT,GSIT,GSIT,GSIT,GSIT
1482,US_XNAS_GTYH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GTY Technology Holdings, Inc.",2016,Technology,EDP Services,GTYH,GTYH,GTYH,GTYH,GTYH,,GTYH:US,GTYH,GTYH,GTYH,GTYH,GTYH,GTYH,GTYH,GTYH
1483,US_XNAS_GNTY,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Guaranty Bancshares, Inc.",2017,Finance,Major Banks,GNTY,GNTY,GNTY,GNTY,GNTY,,GNTY:US,GNTY,GNTY,GNTY,GNTY,GNTY,GNTY,GNTY,GNTY
1484,US_XNAS_GFED,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Guaranty Federal Bancshares, Inc.",n/a,Finance,Major Banks,GFED,GFED,GFED,GFED,GFED,,GFED:US,GFED,GFED,GFED,GFED,GFED,GFED,GFED,GFED
1485,US_XNAS_GH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Guardant Health, Inc.",2018,Health Care,Medical Specialities,GH,GH,GH,GH,GH,,GH:US,GH,GH,GH,GH,GH,GH,GH,GH
1486,US_XNAS_GHSI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Guardion Health Sciences, Inc.",2019,Health Care,Major Pharmaceuticals,GHSI,GHSI,GHSI,GHSI,GHSI,,GHSI:US,GHSI,GHSI,GHSI,GHSI,GHSI,GHSI,GHSI,GHSI
1487,US_XNAS_GIFI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gulf Island Fabrication, Inc.",1997,Capital Goods,Metal Fabrications,GIFI,GIFI,GIFI,GIFI,GIFI,,GIFI:US,GIFI,GIFI,GIFI,GIFI,GIFI,GIFI,GIFI,GIFI
1488,US_XNAS_GURE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gulf Resources, Inc.",n/a,Basic Industries,Major Chemicals,GURE,GURE,GURE,GURE,GURE,,GURE:US,GURE,GURE,GURE,GURE,GURE,GURE,GURE,GURE
1489,US_XNAS_GPOR,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Gulfport Energy Corporation,n/a,Energy,Oil & Gas Production,GPOR,GPOR,GPOR,GPOR,GPOR,,GPOR:US,GPOR,GPOR,GPOR,GPOR,GPOR,GPOR,GPOR,GPOR
1490,US_XNAS_GWPH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GW Pharmaceuticals Plc,2013,Health Care,Major Pharmaceuticals,GWPH,GWPH,GWPH,GWPH,GWPH,,GWPH:US,GWPH,GWPH,GWPH,GWPH,GWPH,GWPH,GWPH,GWPH
1491,US_XNAS_GWGH,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"GWG Holdings, Inc",2014,Finance,Life Insurance,GWGH,GWGH,GWGH,GWGH,GWGH,,GWGH:US,GWGH,GWGH,GWGH,GWGH,GWGH,GWGH,GWGH,GWGH
1492,US_XNAS_GXGX,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GX Acquisition Corp.,2019,Finance,Business Services,GXGX,GXGX,GXGX,GXGX,GXGX,,GXGX:US,GXGX,GXGX,GXGX,GXGX,GXGX,GXGX,GXGX,GXGX
1493,US_XNAS_GXGXU,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GX Acquisition Corp.,2019,Finance,Business Services,GXGXU,GXGXU,GXGXU,GXGXU,GXGXU,,GXGXU:US,GXGXU,GXGXU,GXGXU,GXGXU,GXGXU,GXGXU,GXGXU,GXGXU
1494,US_XNAS_GXGXW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,GX Acquisition Corp.,2019,Finance,Business Services,GXGXW,GXGXW,GXGXW,GXGXW,GXGXW,,GXGXW:US,GXGXW,GXGXW,GXGXW,GXGXW,GXGXW,GXGXW,GXGXW,GXGXW
1495,US_XNAS_GYRO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Gyrodyne , LLC",n/a,Consumer Services,Building operators,GYRO,GYRO,GYRO,GYRO,GYRO,,GYRO:US,GYRO,GYRO,GYRO,GYRO,GYRO,GYRO,GYRO,GYRO
1496,US_XNAS_HEES,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"H&E Equipment Services, Inc.",2006,n/a,n/a,HEES,HEES,HEES,HEES,HEES,,HEES:US,HEES,HEES,HEES,HEES,HEES,HEES,HEES,HEES
1497,US_XNAS_HLG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Hailiang Education Group Inc.,2015,Consumer Services,Other Consumer Services,HLG,HLG,HLG,HLG,HLG,,HLG:US,HLG,HLG,HLG,HLG,HLG,HLG,HLG,HLG
1498,US_XNAS_HNRG,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Hallador Energy Company,n/a,Energy,Coal Mining,HNRG,HNRG,HNRG,HNRG,HNRG,,HNRG:US,HNRG,HNRG,HNRG,HNRG,HNRG,HNRG,HNRG,HNRG
1499,US_XNAS_HALL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Hallmark Financial Services, Inc.",n/a,Finance,Property-Casualty Insurers,HALL,HALL,HALL,HALL,HALL,,HALL:US,HALL,HALL,HALL,HALL,HALL,HALL,HALL,HALL
1500,US_XNAS_HALO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Halozyme Therapeutics, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),HALO,HALO,HALO,HALO,HALO,,HALO:US,HALO,HALO,HALO,HALO,HALO,HALO,HALO,HALO
1501,US_XNAS_HLNE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Hamilton Lane Incorporated,2017,Finance,Investment Managers,HLNE,HLNE,HLNE,HLNE,HLNE,,HLNE:US,HLNE,HLNE,HLNE,HLNE,HLNE,HLNE,HLNE,HLNE
1502,US_XNAS_HJLI,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Hancock Jaffe Laboratories, Inc.",2018,Health Care,Medical/Dental Instruments,HJLI,HJLI,HJLI,HJLI,HJLI,,HJLI:US,HJLI,HJLI,HJLI,HJLI,HJLI,HJLI,HJLI,HJLI
1503,US_XNAS_HJLIW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Hancock Jaffe Laboratories, Inc.",2018,Health Care,Medical/Dental Instruments,HJLIW,HJLIW,HJLIW,HJLIW,HJLIW,,HJLIW:US,HJLIW,HJLIW,HJLIW,HJLIW,HJLIW,HJLIW,HJLIW,HJLIW
1504,US_XNAS_HWC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Hancock Whitney Corporation,n/a,Finance,Major Banks,HWC,HWC,HWC,HWC,HWC,,HWC:US,HWC,HWC,HWC,HWC,HWC,HWC,HWC,HWC
1505,US_XNAS_HWCPL,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Hancock Whitney Corporation,n/a,Finance,Major Banks,HWCPL,HWCPL,HWCPL,HWCPL,HWCPL,,HWCPL:US,HWCPL,HWCPL,HWCPL,HWCPL,HWCPL,HWCPL,HWCPL,HWCPL
1506,US_XNAS_HAFC,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Hanmi Financial Corporation,n/a,Finance,Major Banks,HAFC,HAFC,HAFC,HAFC,HAFC,,HAFC:US,HAFC,HAFC,HAFC,HAFC,HAFC,HAFC,HAFC,HAFC
1507,US_XNAS_HAPP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Happiness Biotech Group Limited,2019,Consumer Durables,Specialty Chemicals,HAPP,HAPP,HAPP,HAPP,HAPP,,HAPP:US,HAPP,HAPP,HAPP,HAPP,HAPP,HAPP,HAPP,HAPP
1508,US_XNAS_HONE,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"HarborOne Bancorp, Inc.",2016,Finance,Major Banks,HONE,HONE,HONE,HONE,HONE,,HONE:US,HONE,HONE,HONE,HONE,HONE,HONE,HONE,HONE
1509,US_XNAS_HLIT,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Harmonic Inc.,1995,Technology,Radio And Television Broadcasting And Communications Equipment,HLIT,HLIT,HLIT,HLIT,HLIT,,HLIT:US,HLIT,HLIT,HLIT,HLIT,HLIT,HLIT,HLIT,HLIT
1510,US_XNAS_HARP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Harpoon Therapeutics, Inc.",2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),HARP,HARP,HARP,HARP,HARP,,HARP:US,HARP,HARP,HARP,HARP,HARP,HARP,HARP,HARP
1511,US_XNAS_HROW,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Harrow Health, Inc.",n/a,Health Care,Major Pharmaceuticals,HROW,HROW,HROW,HROW,HROW,,HROW:US,HROW,HROW,HROW,HROW,HROW,HROW,HROW,HROW
1512,US_XNAS_HBIO,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Harvard Bioscience, Inc.",2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments,HBIO,HBIO,HBIO,HBIO,HBIO,,HBIO:US,HBIO,HBIO,HBIO,HBIO,HBIO,HBIO,HBIO,HBIO
1513,US_XNAS_HCAP,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Harvest Capital Credit Corporation,n/a,n/a,n/a,HCAP,HCAP,HCAP,HCAP,HCAP,,HCAP:US,HCAP,HCAP,HCAP,HCAP,HCAP,HCAP,HCAP,HCAP
1514,US_XNAS_HCAPZ,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,Harvest Capital Credit Corporation,n/a,n/a,n/a,HCAPZ,HCAPZ,HCAPZ,HCAPZ,HCAPZ,,HCAPZ:US,HCAPZ,HCAPZ,HCAPZ,HCAPZ,HCAPZ,HCAPZ,HCAPZ,HCAPZ
1515,US_XNAS_HAS,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Hasbro, Inc.",n/a,Consumer Non-Durables,Recreational Products/Toys,HAS,HAS,HAS,HAS,HAS,,HAS:US,HAS,HAS,HAS,HAS,HAS,HAS,HAS,HAS
1516,US_XNAS_HA,US,United States of America,XNAS,XNAS,NASDAQ - ALL MARKETS,NASDAQ,"Hawaiian Holdings, Inc.",n/a,Transportation,Air Freight/Delivery Services,HA,HA,HA,HA,HA,,HA:US,HA,HA,HA,HA,HA,HA,HA,HA
